,Nat_Dex,Name,Type,Files
1011,#687,Malamar,Psychic,Psychic-687Malamar.png
1012,#688,Binacle,Rock,Rock-688Binacle.png
1013,#688,Binacle,Water,Water-688Binacle.png
1014,#689,Barbaracle,Rock,Rock-689Barbaracle.png
1015,#689,Barbaracle,Water,Water-689Barbaracle.png
1016,#690,Skrelp,Poison,Poison-690Skrelp.png
1017,#690,Skrelp,Water,Water-690Skrelp.png
1018,#691,Dragalge,Poison,Poison-691Dragalge.png
1019,#691,Dragalge,Dragon,Dragon-691Dragalge.png
1020,#692,Clauncher,Water,Water-692Clauncher.png
1021,#693,Clawitzer,Water,Water-693Clawitzer.png
1022,#694,Helioptile,Electric,Electric-694Helioptile.png
1023,#694,Helioptile,Normal,Normal-694Helioptile.png
1024,#695,Heliolisk,Electric,Electric-695Heliolisk.png
1025,#695,Heliolisk,Normal,Normal-695Heliolisk.png
1026,#696,Tyrunt,Rock,Rock-696Tyrunt.png
1027,#696,Tyrunt,Dragon,Dragon-696Tyrunt.png
1028,#697,Tyrantrum,Rock,Rock-697Tyrantrum.png
1029,#697,Tyrantrum,Dragon,Dragon-697Tyrantrum.png
1030,#698,Amaura,Rock,Rock-698Amaura.png
1031,#698,Amaura,Ice,Ice-698Amaura.png
1032,#699,Aurorus,Rock,Rock-699Aurorus.png
1033,#699,Aurorus,Ice,Ice-699Aurorus.png
1034,#700,Sylveon,Fairy,Fairy-700Sylveon.png
1035,#701,Hawlucha,Fighting,Fighting-701Hawlucha.png
1036,#701,Hawlucha,Flying,Flying-701Hawlucha.png
1037,#702,Dedenne,Electric,Electric-702Dedenne.png
1038,#702,Dedenne,Fairy,Fairy-702Dedenne.png
1039,#703,Carbink,Rock,Rock-703Carbink.png
1040,#703,Carbink,Fairy,Fairy-703Carbink.png
1041,#704,Goomy,Dragon,Dragon-704Goomy.png
1042,#705,Sliggoo,Dragon,Dragon-705Sliggoo.png
1043,#706,Goodra,Dragon,Dragon-706Goodra.png
1044,#707,Klefki,Steel,Steel-707Klefki.png
1045,#707,Klefki,Fairy,Fairy-707Klefki.png
1046,#708,Phantump,Ghost,Ghost-708Phantump.png
1047,#708,Phantump,Grass,Grass-708Phantump.png
1048,#709,Trevenant,Ghost,Ghost-709Trevenant.png
1049,#709,Trevenant,Grass,Grass-709Trevenant.png
1050,#710,Pumpkaboo,Ghost,Ghost-710Pumpkaboo.png
1051,#710,Pumpkaboo,Grass,Grass-710Pumpkaboo.png
1052,#711,Gourgeist,Ghost,Ghost-711Gourgeist.png
1053,#711,Gourgeist,Grass,Grass-711Gourgeist.png
1054,#712,Bergmite,Ice,Ice-712Bergmite.png
1055,#713,Avalugg,Ice,Ice-713Avalugg.png
1056,#714,Noibat,Flying,Flying-714Noibat.png
1057,#714,Noibat,Dragon,Dragon-714Noibat.png
1058,#715,Noivern,Flying,Flying-715Noivern.png
1059,#715,Noivern,Dragon,Dragon-715Noivern.png
1060,#716,Xerneas,Fairy,Fairy-716Xerneas.png
1061,#717,Yveltal,Dark,Dark-717Yveltal.png
1062,#717,Yveltal,Flying,Flying-717Yveltal.png
1063,#718,Zygarde,Dragon,Dragon-718Zygarde.png
1064,#718,Zygarde,Ground,Ground-718Zygarde.png
1065,#719,Diancie,Rock,Rock-719Diancie.png
1066,#719,Diancie,Fairy,Fairy-719Diancie.png
1067,#720,Hoopa,Psychic,Psychic-720Hoopa.png
1068,#720,Hoopa,Ghost,Ghost-720Hoopa.png
1069,#721,Volcanion,Fire,Fire-721Volcanion.png
1070,#721,Volcanion,Water,Water-721Volcanion.png
1071,#722,Rowlet,Grass,Grass-722Rowlet.png
1072,#722,Rowlet,Flying,Flying-722Rowlet.png
1073,#723,Dartrix,Grass,Grass-723Dartrix.png
1074,#723,Dartrix,Flying,Flying-723Dartrix.png
1075,#724,Decidueye,Grass,Grass-724Decidueye.png
1076,#724,Decidueye,Ghost,Ghost-724Decidueye.png
1077,#725,Litten,Fire,Fire-725Litten.png
1078,#726,Torracat,Fire,Fire-726Torracat.png
1079,#727,Incineroar,Fire,Fire-727Incineroar.png
1080,#727,Incineroar,Dark,Dark-727Incineroar.png
1081,#728,Popplio,Water,Water-728Popplio.png
1082,#729,Brionne,Water,Water-729Brionne.png
1083,#730,Primarina,Water,Water-730Primarina.png
1084,#730,Primarina,Fairy,Fairy-730Primarina.png
1085,#731,Pikipek,Normal,Normal-731Pikipek.png
1086,#731,Pikipek,Flying,Flying-731Pikipek.png
1087,#732,Trumbeak,Normal,Normal-732Trumbeak.png
1088,#732,Trumbeak,Flying,Flying-732Trumbeak.png
1089,#733,Toucannon,Normal,Normal-733Toucannon.png
1090,#733,Toucannon,Flying,Flying-733Toucannon.png
1091,#734,Yungoos,Normal,Normal-734Yungoos.png
1092,#735,Gumshoos,Normal,Normal-735Gumshoos.png
1093,#736,Grubbin,Bug,Bug-736Grubbin.png
1094,#737,Charjabug,Bug,Bug-737Charjabug.png
1095,#737,Charjabug,Electric,Electric-737Charjabug.png
1096,#738,Vikavolt,Bug,Bug-738Vikavolt.png
1097,#738,Vikavolt,Electric,Electric-738Vikavolt.png
1098,#739,Crabrawler,Fighting,Fighting-739Crabrawler.png
1099,#740,Crabominable,Fighting,Fighting-740Crabominable.png
1100,#740,Crabominable,Ice,Ice-740Crabominable.png
1101,#741,Oricorio,Fire,Fire-741Oricorio-Baile.png
1102,#741,Oricorio,Flying,Flying-741Oricorio-Baile.png
1103,#742,Cutiefly,Bug,Bug-742Cutiefly.png
1104,#742,Cutiefly,Fairy,Fairy-742Cutiefly.png
1105,#743,Ribombee,Bug,Bug-743Ribombee.png
1106,#743,Ribombee,Fairy,Fairy-743Ribombee.png
1107,#744,Rockruff,Rock,Rock-744Rockruff.png
1108,#745,Lycanroc,Rock,Rock-745Lycanroc.png
1109,#746,Wishiwashi,Water,Water-746Wishiwashi-Solo.png
1110,#747,Mareanie,Poison,Poison-747Mareanie.png
1111,#747,Mareanie,Water,Water-747Mareanie.png
1112,#748,Toxapex,Poison,Poison-748Toxapex.png
1113,#748,Toxapex,Water,Water-748Toxapex.png
1114,#749,Mudbray,Ground,Ground-749Mudbray.png
1115,#750,Mudsdale,Ground,Ground-750Mudsdale.png
1116,#751,Dewpider,Water,Water-751Dewpider.png
1117,#751,Dewpider,Bug,Bug-751Dewpider.png
1118,#752,Araquanid,Water,Water-752Araquanid.png
1119,#752,Araquanid,Bug,Bug-752Araquanid.png
1120,#753,Fomantis,Grass,Grass-753Fomantis.png
1121,#754,Lurantis,Grass,Grass-754Lurantis.png
1122,#755,Morelull,Grass,Grass-755Morelull.png
1123,#755,Morelull,Fairy,Fairy-755Morelull.png
1124,#756,Shiinotic,Grass,Grass-756Shiinotic.png
1125,#756,Shiinotic,Fairy,Fairy-756Shiinotic.png
1126,#757,Salandit,Poison,Poison-757Salandit.png
1127,#757,Salandit,Fire,Fire-757Salandit.png
1128,#758,Salazzle,Poison,Poison-758Salazzle.png
1129,#758,Salazzle,Fire,Fire-758Salazzle.png
1130,#759,Stufful,Normal,Normal-759Stufful.png
1131,#759,Stufful,Fighting,Fighting-759Stufful.png
1132,#760,Bewear,Normal,Normal-760Bewear.png
1133,#760,Bewear,Fighting,Fighting-760Bewear.png
1134,#761,Bounsweet,Grass,Grass-761Bounsweet.png
1135,#762,Steenee,Grass,Grass-762Steenee.png
1136,#763,Tsareena,Grass,Grass-763Tsareena.png
1137,#764,Comfey,Fairy,Fairy-764Comfey.png
1138,#765,Oranguru,Normal,Normal-765Oranguru.png
1139,#765,Oranguru,Psychic,Psychic-765Oranguru.png
1140,#766,Passimian,Fighting,Fighting-766Passimian.png
1141,#767,Wimpod,Bug,Bug-767Wimpod.png
1142,#767,Wimpod,Water,Water-767Wimpod.png
1143,#768,Golisopod,Bug,Bug-768Golisopod.png
1144,#768,Golisopod,Water,Water-768Golisopod.png
1145,#769,Sandygast,Ghost,Ghost-769Sandygast.png
1146,#769,Sandygast,Ground,Ground-769Sandygast.png
1147,#770,Palossand,Ghost,Ghost-770Palossand.png
1148,#770,Palossand,Ground,Ground-770Palossand.png
1149,#771,Pyukumuku,Water,Water-771Pyukumuku.png
1150,#772,Type: Null,Normal,Normal-772Type_Null.png
1151,#773,Silvally,Normal,Normal-773Silvally.png
1152,#774,Minior,Rock,Rock-774Minior.png
1153,#774,Minior,Flying,Flying-774Minior.png
1154,#775,Komala,Normal,Normal-775Komala.png
1155,#776,Turtonator,Fire,Fire-776Turtonator.png
1156,#776,Turtonator,Dragon,Dragon-776Turtonator.png
1157,#777,Togedemaru,Electric,Electric-777Togedemaru.png
1158,#777,Togedemaru,Steel,Steel-777Togedemaru.png
1159,#778,Mimikyu,Ghost,Ghost-778Mimikyu.png
1160,#778,Mimikyu,Fairy,Fairy-778Mimikyu.png
1161,#779,Bruxish,Water,Water-779Bruxish.png
1162,#779,Bruxish,Psychic,Psychic-779Bruxish.png
1163,#780,Drampa,Normal,Normal-780Drampa.png
1164,#780,Drampa,Dragon,Dragon-780Drampa.png
1165,#781,Dhelmise,Ghost,Ghost-781Dhelmise.png
1166,#781,Dhelmise,Grass,Grass-781Dhelmise.png
1167,#782,Jangmo-o,Dragon,Dragon-782Jangmo-o.png
1168,#783,Hakamo-o,Dragon,Dragon-783Hakamo-o.png
1169,#783,Hakamo-o,Fighting,Fighting-783Hakamo-o.png
1170,#784,Kommo-o,Dragon,Dragon-784Kommo-o.png
1171,#784,Kommo-o,Fighting,Fighting-784Kommo-o.png
1172,#785,Tapu Koko,Electric,Electric-785Tapu_Koko.png
1173,#785,Tapu Koko,Fairy,Fairy-785Tapu_Koko.png
1174,#786,Tapu Lele,Psychic,Psychic-786Tapu_Lele.png
1175,#786,Tapu Lele,Fairy,Fairy-786Tapu_Lele.png
1176,#787,Tapu Bulu,Grass,Grass-787Tapu_Bulu.png
1177,#787,Tapu Bulu,Fairy,Fairy-787Tapu_Bulu.png
1178,#788,Tapu Fini,Water,Water-788Tapu_Fini.png
1179,#788,Tapu Fini,Fairy,Fairy-788Tapu_Fini.png
1180,#789,Cosmog,Psychic,Psychic-789Cosmog.png
1181,#790,Cosmoem,Psychic,Psychic-790Cosmoem.png
1182,#791,Solgaleo,Psychic,Psychic-791Solgaleo.png
1183,#791,Solgaleo,Steel,Steel-791Solgaleo.png
1184,#792,Lunala,Psychic,Psychic-792Lunala.png
1185,#792,Lunala,Ghost,Ghost-792Lunala.png
1186,#793,Nihilego,Rock,Rock-793Nihilego.png
1187,#793,Nihilego,Poison,Poison-793Nihilego.png
1188,#794,Buzzwole,Bug,Bug-794Buzzwole.png
1189,#794,Buzzwole,Fighting,Fighting-794Buzzwole.png
1190,#795,Pheromosa,Bug,Bug-795Pheromosa.png
1191,#795,Pheromosa,Fighting,Fighting-795Pheromosa.png
1192,#796,Xurkitree,Electric,Electric-796Xurkitree.png
1193,#797,Celesteela,Steel,Steel-797Celesteela.png
1194,#797,Celesteela,Flying,Flying-797Celesteela.png
1195,#798,Kartana,Grass,Grass-798Kartana.png
1196,#798,Kartana,Steel,Steel-798Kartana.png
1197,#799,Guzzlord,Dark,Dark-799Guzzlord.png
1198,#799,Guzzlord,Dragon,Dragon-799Guzzlord.png
1199,#800,Necrozma,Psychic,Psychic-800Necrozma.png
1200,#801,Magearna,Steel,Steel-801Magearna.png
1201,#801,Magearna,Fairy,Fairy-801Magearna.png
1202,#802,Marshadow,Fighting,Fighting-802Marshadow.png
1203,#802,Marshadow,Ghost,Ghost-802Marshadow.png
1204,#803,Poipole,Poison,Poison-803Poipole.png
1205,#804,Naganadel,Poison,Poison-804Naganadel.png
1206,#804,Naganadel,Dragon,Dragon-804Naganadel.png
1207,#805,Stakataka,Rock,Rock-805Stakataka.png
1208,#805,Stakataka,Steel,Steel-805Stakataka.png
1209,#806,Blacephalon,Fire,Fire-806Blacephalon.png
1210,#806,Blacephalon,Ghost,Ghost-806Blacephalon.png
1211,#807,Zeraora,Electric,Electric-807Zeraora.png
1212,#808,Meltan,Steel,Steel-808Meltan.png
1213,#809,Melmetal,Steel,Steel-809Melmetal.png
